Invoice ID,Branch,City,Customer type,Gender,Product line,Total,Date,Payment
154-74-7179,B,Berlin,Normal,Male,Sports and travel,57.1725,2019-02-26,Ewallet
466-61-5506,B,Berlin,Member,Female,Electronic accessories,571.41,2019-02-26,Cash
759-98-4285,C,Warsaw,Member,Female,Health and beauty,631.1445,2019-02-27,Credit card
250-17-5703,A,London,Member,Male,Food and beverages,197.925,2019-02-27,Ewallet
370-41-7321,B,Berlin,Member,Male,Health and beauty,535.7205,2019-02-27,Credit card
263-12-5321,A,London,Member,Male,Electronic accessories,680.61,2019-02-27,Credit card
243-55-8457,A,London,Normal,Female,Food and beverages,781.62,2019-02-27,Ewallet
665-63-9737,B,Berlin,Normal,Male,Fashion accessories,165.123,2019-02-27,Ewallet
191-29-0321,B,Berlin,Member,Female,Fashion accessories,207.585,2019-02-27,Credit card
605-72-4132,C,Warsaw,Normal,Female,Food and beverages,793.548,2019-02-27,Cash
135-84-8019,A,London,Normal,Female,Fashion accessories,736.4385,2019-02-27,Ewallet
250-81-7186,C,Warsaw,Normal,Female,Electronic accessories,104.6745,2019-02-27,Credit card
400-45-1220,B,Berlin,Normal,Female,Health and beauty,141.75,2019-02-27,Credit card
105-10-6182,A,London,Member,Male,Fashion accessories,45.108,2019-02-27,Ewallet
741-73-3559,B,Berlin,Normal,Male,Sports and travel,353.1675,2019-02-27,Cash
318-68-5053,B,Berlin,Normal,Female,Health and beauty,485.037,2019-02-27,Cash
291-59-1384,B,Berlin,Normal,Male,Electronic accessories,63.315,2019-02-28,Cash
635-28-5728,A,London,Normal,Male,Health and beauty,176.4,2019-02-28,Ewallet
142-72-4741,C,Warsaw,Member,Male,Fashion accessories,195.72,2019-02-28,Credit card
399-46-5918,C,Warsaw,Normal,Female,Electronic accessories,722.232,2019-02-28,Cash
786-94-2700,A,London,Member,Male,Food and beverages,507.906,2019-02-28,Cash
709-58-4068,B,Berlin,Normal,Female,Fashion accessories,431.445,2019-02-28,Cash
153-58-4872,C,Warsaw,Member,Female,Food and beverages,314.538,2019-03-01,Ewallet
189-98-2939,C,Warsaw,Normal,Male,Fashion accessories,742.2975,2019-03-01,Cash
238-45-6950,B,Berlin,Member,Male,Food and beverages,56.40600000000001,2019-03-01,Ewallet
339-96-8318,B,Berlin,Member,Male,Fashion accessories,597.6285,2019-03-01,Ewallet
247-11-2470,A,London,Member,Female,Fashion accessories,93.744,2019-03-01,Credit card
207-73-1363,B,Berlin,Normal,Male,Health and beauty,145.971,2019-03-01,Ewallet
811-03-8790,A,London,Normal,Female,Electronic accessories,477.54,2019-03-01,Credit card
470-31-3286,B,Berlin,Normal,Male,Health and beauty,46.683,2019-03-01,Credit card
220-28-1851,A,London,Normal,Male,Home and lifestyle,72.933,2019-03-01,Ewallet
453-63-6187,B,Berlin,Normal,Male,Electronic accessories,86.625,2019-03-01,Ewallet
825-94-5922,B,Berlin,Normal,Male,Sports and travel,53.151,2019-03-02,Ewallet
607-76-6216,C,Warsaw,Member,Female,Fashion accessories,485.5725,2019-03-02,Credit card
636-98-3364,B,Berlin,Member,Female,Electronic accessories,82.719,2019-03-02,Ewallet
225-98-1496,C,Warsaw,Normal,Female,Fashion accessories,85.113,2019-03-02,Credit card
549-59-1358,A,London,Member,Male,Sports and travel,279.1845,2019-03-02,Ewallet
172-42-8274,B,Berlin,Normal,Female,Electronic accessories,80.367,2019-03-02,Credit card
725-54-0677,C,Warsaw,Member,Male,Health and beauty,629.16,2019-03-02,Cash
817-69-8206,B,Berlin,Normal,Female,Electronic accessories,942.4485,2019-03-02,Credit card
720-72-2436,A,London,Normal,Male,Food and beverages,279.384,2019-03-02,Ewallet
883-17-4236,C,Warsaw,Normal,Female,Sports and travel,30.219,2019-03-02,Credit card
576-31-4774,B,Berlin,Normal,Female,Health and beauty,231.2415,2019-03-02,Ewallet
640-48-5028,B,Berlin,Member,Female,Home and lifestyle,835.2855,2019-03-02,Cash
565-67-6697,B,Berlin,Member,Male,Home and lifestyle,255.15,2019-03-02,Cash
303-96-2227,B,Berlin,Normal,Female,Home and lifestyle,1022.49,2019-03-02,Ewallet
408-26-9866,C,Warsaw,Normal,Female,Sports and travel,543.753,2019-03-02,Ewallet
860-73-6466,A,London,Member,Female,Sports and travel,82.887,2019-03-02,Credit card
346-84-3103,B,Berlin,Member,Female,Electronic accessories,69.405,2019-03-02,Cash
878-30-2331,C,Warsaw,Member,Female,Sports and travel,572.775,2019-03-02,Credit card
234-03-4040,B,Berlin,Member,Female,Food and beverages,767.025,2019-03-03,Credit card
175-54-2529,A,London,Member,Male,Food and beverages,186.228,2019-03-03,Credit card
302-15-2162,C,Warsaw,Member,Male,Health and beauty,293.139,2019-03-03,Credit card
305-14-0245,B,Berlin,Member,Female,Home and lifestyle,793.716,2019-03-03,Ewallet
631-41-3108,A,London,Normal,Male,Home and lifestyle,340.5255,2019-03-03,Credit card
468-99-7231,C,Warsaw,Normal,Female,Home and lifestyle,369.684,2019-03-03,Cash
777-82-7220,B,Berlin,Member,Male,Home and lifestyle,253.008,2019-03-03,Cash
211-05-0490,C,Warsaw,Member,Female,Electronic accessories,272.58,2019-03-03,Cash
861-77-0145,C,Warsaw,Member,Male,Electronic accessories,860.685,2019-03-03,Cash
733-33-4967,C,Warsaw,Normal,Male,Electronic accessories,175.14,2019-03-03,Cash
651-96-5970,A,London,Normal,Male,Fashion accessories,48.7305,2019-03-03,Credit card
610-46-4100,A,London,Normal,Male,Health and beauty,212.7825,2019-03-03,Credit card
324-41-6833,C,Warsaw,Member,Female,Electronic accessories,253.68,2019-03-03,Ewallet
568-88-3448,A,London,Normal,Male,Health and beauty,26.25,2019-03-03,Ewallet
320-49-6392,C,Warsaw,Normal,Female,Electronic accessories,31.752,2019-03-04,Cash
667-92-0055,A,London,Member,Male,Health and beauty,628.929,2019-03-04,Ewallet
256-08-8343,A,London,Normal,Female,Home and lifestyle,237.426,2019-03-04,Ewallet
227-50-3718,A,London,Normal,Male,Health and beauty,76.755,2019-03-04,Cash
689-05-1884,A,London,Member,Male,Health and beauty,510.615,2019-03-04,Cash
346-12-3257,B,Berlin,Member,Male,Electronic accessories,181.818,2019-03-04,Cash
276-75-6884,A,London,Normal,Female,Health and beauty,216.4365,2019-03-04,Cash
759-29-9521,A,London,Member,Female,Fashion accessories,462.672,2019-03-04,Cash
221-25-5073,A,London,Normal,Female,Food and beverages,313.572,2019-03-04,Cash
228-96-1411,C,Warsaw,Member,Female,Food and beverages,829.08,2019-03-04,Cash
558-60-5016,A,London,Normal,Female,Home and lifestyle,314.685,2019-03-04,Ewallet
586-25-0848,A,London,Normal,Female,Sports and travel,90.699,2019-03-04,Credit card
433-75-6987,B,Berlin,Member,Female,Health and beauty,411.3795,2019-03-05,Ewallet
174-64-0215,B,Berlin,Normal,Male,Sports and travel,732.27,2019-03-05,Credit card
102-77-2261,C,Warsaw,Member,Male,Health and beauty,480.0285,2019-03-05,Credit card
733-01-9107,B,Berlin,Normal,Male,Home and lifestyle,521.01,2019-03-05,Cash
371-85-5789,B,Berlin,Normal,Male,Health and beauty,277.137,2019-03-05,Ewallet
793-10-3222,B,Berlin,Member,Female,Health and beauty,258.678,2019-03-05,Credit card
848-42-2560,A,London,Normal,Female,Fashion accessories,172.011,2019-03-05,Cash
755-12-3214,C,Warsaw,Member,Female,Fashion accessories,232.155,2019-03-05,Credit card
291-32-1427,B,Berlin,Member,Male,Fashion accessories,115.185,2019-03-05,Ewallet
730-50-9884,C,Warsaw,Normal,Female,Sports and travel,610.491,2019-03-05,Ewallet
510-95-6347,B,Berlin,Member,Female,Food and beverages,152.838,2019-03-05,Ewallet
593-14-4239,B,Berlin,Normal,Female,Home and lifestyle,801.8639999999998,2019-03-05,Ewallet
148-82-2527,C,Warsaw,Member,Female,Home and lifestyle,127.26,2019-03-05,Credit card
608-04-3797,B,Berlin,Member,Female,Health and beauty,212.688,2019-03-05,Ewallet
655-07-2265,A,London,Normal,Male,Electronic accessories,246.6765,2019-03-05,Ewallet
829-49-1914,C,Warsaw,Member,Female,Food and beverages,822.255,2019-03-05,Ewallet
895-66-0685,B,Berlin,Member,Male,Food and beverages,56.952,2019-03-05,Ewallet
885-17-6250,A,London,Normal,Female,Health and beauty,83.727,2019-03-06,Ewallet
199-75-8169,A,London,Member,Male,Sports and travel,166.005,2019-03-06,Credit card
802-70-5316,A,London,Member,Female,Sports and travel,580.419,2019-03-06,Cash
523-38-0215,C,Warsaw,Normal,Male,Home and lifestyle,38.85,2019-03-06,Credit card
254-31-0042,A,London,Member,Male,Electronic accessories,203.175,2019-03-06,Credit card
262-47-2794,B,Berlin,Member,Male,Home and lifestyle,603.624,2019-03-06,Credit card
149-15-7606,B,Berlin,Member,Male,Sports and travel,352.6740000000001,2019-03-06,Ewallet
715-20-1673,B,Berlin,Normal,Male,Electronic accessories,148.995,2019-03-06,Cash
468-01-2051,B,Berlin,Normal,Male,Food and beverages,456.288,2019-03-06,Ewallet
783-09-1637,B,Berlin,Normal,Female,Sports and travel,354.0075,2019-03-06,Ewallet
883-69-1285,B,Berlin,Member,Male,Fashion accessories,104.832,2019-03-06,Credit card
821-07-3596,C,Warsaw,Normal,Female,Fashion accessories,69.09,2019-03-07,Ewallet
643-38-7867,A,London,Normal,Male,Home and lifestyle,102.837,2019-03-07,Ewallet
423-64-4619,A,London,Member,Female,Health and beauty,146.9475,2019-03-07,Cash
471-41-2823,C,Warsaw,Normal,Male,Food and beverages,209.55900000000003,2019-03-07,Ewallet
399-69-4630,C,Warsaw,Normal,Male,Electronic accessories,139.923,2019-03-07,Credit card
598-47-9715,C,Warsaw,Normal,Male,Electronic accessories,353.094,2019-03-07,Ewallet
242-55-6721,B,Berlin,Normal,Male,Home and lifestyle,33.936,2019-03-07,Ewallet
748-45-2862,A,London,Member,Female,Home and lifestyle,118.902,2019-03-07,Cash
307-85-2293,B,Berlin,Normal,Male,Home and lifestyle,263.97,2019-03-07,Ewallet
632-90-0281,C,Warsaw,Normal,Female,Fashion accessories,394.275,2019-03-08,Credit card
325-77-6186,A,London,Member,Female,Home and lifestyle,951.825,2019-03-08,Ewallet
226-31-3081,C,Warsaw,Normal,Female,Electronic accessories,80.22,2019-03-08,Cash
563-91-7120,A,London,Normal,Female,Fashion accessories,324.2925,2019-03-08,Cash
549-96-4200,C,Warsaw,Member,Male,Food and beverages,71.568,2019-03-08,Ewallet
345-08-4992,A,London,Normal,Male,Home and lifestyle,214.137,2019-03-08,Credit card
364-33-8584,B,Berlin,Member,Female,Food and beverages,92.5575,2019-03-08,Cash
574-57-9721,C,Warsaw,Normal,Male,Food and beverages,90.867,2019-03-08,Ewallet
594-34-4444,A,London,Normal,Male,Electronic accessories,102.018,2019-03-08,Ewallet
483-71-1164,C,Warsaw,Normal,Female,Health and beauty,512.19,2019-03-08,Ewallet
458-41-1477,C,Warsaw,Normal,Female,Health and beauty,291.438,2019-03-08,Credit card
489-64-4354,C,Warsaw,Normal,Male,Fashion accessories,17.094,2019-03-09,Cash
157-13-5295,A,London,Member,Male,Health and beauty,545.37,2019-03-09,Ewallet
308-47-4913,A,London,Member,Female,Sports and travel,548.73,2019-03-09,Credit card
816-57-2053,A,London,Normal,Male,Sports and travel,127.827,2019-03-09,Ewallet
360-39-5055,C,Warsaw,Member,Male,Sports and travel,256.7775,2019-03-09,Cash
815-11-1168,A,London,Member,Male,Food and beverages,523.845,2019-03-09,Cash
529-56-3974,B,Berlin,Member,Male,Electronic accessories,107.142,2019-03-09,Cash
299-29-0180,B,Berlin,Member,Female,Home and lifestyle,383.523,2019-03-09,Cash
616-87-0016,B,Berlin,Normal,Male,Fashion accessories,702.2189999999998,2019-03-09,Credit card
652-43-6591,A,London,Normal,Female,Fashion accessories,817.2360000000001,2019-03-09,Credit card
841-35-6630,C,Warsaw,Normal,Female,Electronic accessories,478.233,2019-03-09,Cash
268-27-6179,B,Berlin,Member,Female,Fashion accessories,474.348,2019-03-09,Ewallet
127-47-6963,A,London,Normal,Male,Health and beauty,217.182,2019-03-09,Credit card
132-32-9879,B,Berlin,Member,Female,Electronic accessories,394.632,2019-03-09,Cash
277-35-5865,C,Warsaw,Member,Female,Food and beverages,935.2665,2019-03-09,Cash
219-22-9386,B,Berlin,Member,Male,Sports and travel,944.622,2019-03-09,Credit card
156-20-0370,B,Berlin,Normal,Female,Electronic accessories,26.7225,2019-03-10,Credit card
189-17-4241,A,London,Normal,Female,Fashion accessories,184.107,2019-03-10,Credit card
129-29-8530,A,London,Member,Male,Sports and travel,328.755,2019-03-10,Ewallet
246-55-6923,C,Warsaw,Member,Female,Home and lifestyle,338.2155,2019-03-10,Credit card
453-12-7053,C,Warsaw,Normal,Male,Fashion accessories,144.08100000000005,2019-03-10,Credit card
745-74-0715,A,London,Normal,Male,Electronic accessories,121.863,2019-03-10,Ewallet
696-90-2548,A,London,Normal,Male,Sports and travel,81.396,2019-03-10,Ewallet
596-42-3999,B,Berlin,Normal,Male,Food and beverages,133.917,2019-03-10,Credit card
239-48-4278,A,London,Member,Male,Food and beverages,74.4555,2019-03-10,Ewallet
790-29-1172,B,Berlin,Normal,Female,Food and beverages,180.621,2019-03-10,Credit card
607-65-2441,C,Warsaw,Member,Male,Health and beauty,860.475,2019-03-10,Credit card
668-90-8900,A,London,Normal,Female,Home and lifestyle,688.6215,2019-03-10,Credit card
891-58-8335,B,Berlin,Member,Female,Sports and travel,217.6335,2019-03-11,Cash
749-81-8133,A,London,Normal,Female,Fashion accessories,397.614,2019-03-11,Cash
448-81-5016,A,London,Normal,Male,Health and beauty,125.517,2019-03-11,Credit card
319-50-3348,B,Berlin,Normal,Female,Home and lifestyle,84.63,2019-03-11,Ewallet
656-95-9349,A,London,Member,Female,Health and beauty,506.6355,2019-03-11,Credit card
704-20-4138,C,Warsaw,Member,Female,Health and beauty,218.0745,2019-03-11,Credit card
892-05-6689,A,London,Normal,Female,Home and lifestyle,148.68,2019-03-11,Ewallet
584-86-7256,C,Warsaw,Member,Male,Sports and travel,254.016,2019-03-11,Credit card
721-86-6247,A,London,Normal,Female,Home and lifestyle,532.7280000000002,2019-03-11,Ewallet
689-16-9784,C,Warsaw,Normal,Male,Food and beverages,294.651,2019-03-11,Cash
214-30-2776,B,Berlin,Member,Female,Electronic accessories,181.0725,2019-03-11,Credit card
276-54-0879,B,Berlin,Normal,Male,Sports and travel,410.508,2019-03-12,Ewallet
120-06-4233,C,Warsaw,Normal,Male,Electronic accessories,192.843,2019-03-12,Cash
651-61-0874,C,Warsaw,Normal,Male,Home and lifestyle,194.124,2019-03-12,Credit card
699-01-4164,C,Warsaw,Normal,Male,Health and beauty,174.3,2019-03-12,Credit card
573-10-3877,B,Berlin,Member,Male,Health and beauty,40.9605,2019-03-12,Credit card
545-46-3100,B,Berlin,Member,Female,Electronic accessories,33.3585,2019-03-12,Credit card
266-20-6657,C,Warsaw,Member,Male,Food and beverages,404.544,2019-03-12,Ewallet
152-08-9985,B,Berlin,Member,Male,Health and beauty,608.202,2019-03-12,Credit card
565-17-3836,A,London,Member,Female,Health and beauty,200.21400000000003,2019-03-12,Cash
253-12-6086,A,London,Member,Female,Sports and travel,723.24,2019-03-12,Credit card
427-45-9297,B,Berlin,Member,Female,Home and lifestyle,299.3655,2019-03-12,Ewallet
719-76-3868,C,Warsaw,Member,Male,Food and beverages,395.892,2019-03-12,Cash
686-41-0932,B,Berlin,Normal,Female,Fashion accessories,72.87,2019-03-13,Ewallet
584-66-4073,C,Warsaw,Normal,Male,Fashion accessories,59.325,2019-03-13,Ewallet
585-03-5943,B,Berlin,Normal,Male,Health and beauty,190.155,2019-03-13,Ewallet
877-22-3308,A,London,Member,Male,Health and beauty,166.635,2019-03-13,Cash
137-74-8729,C,Warsaw,Normal,Female,Fashion accessories,102.396,2019-03-13,Ewallet
101-17-6199,A,London,Normal,Male,Food and beverages,336.5565,2019-03-13,Credit card
336-78-2147,C,Warsaw,Member,Male,Home and lifestyle,536.844,2019-03-13,Credit card
316-01-3952,A,London,Normal,Female,Food and beverages,284.9175,2019-03-13,Ewallet
173-57-2300,C,Warsaw,Member,Male,Sports and travel,153.048,2019-03-13,Cash
655-85-5130,B,Berlin,Member,Female,Fashion accessories,160.86,2019-03-13,Cash
373-09-4567,C,Warsaw,Normal,Male,Food and beverages,814.38,2019-03-14,Ewallet
628-90-8624,B,Berlin,Member,Male,Health and beauty,867.09,2019-03-14,Cash
840-19-2096,C,Warsaw,Member,Male,Electronic accessories,461.5275,2019-03-14,Ewallet
169-52-4504,A,London,Normal,Female,Electronic accessories,49.4235,2019-03-14,Credit card
174-75-0888,B,Berlin,Normal,Male,Electronic accessories,203.931,2019-03-14,Cash
210-30-7976,B,Berlin,Member,Female,Fashion accessories,93.744,2019-03-14,Ewallet
499-27-7781,B,Berlin,Normal,Female,Food and beverages,446.964,2019-03-14,Ewallet
379-17-6588,C,Warsaw,Normal,Male,Fashion accessories,625.905,2019-03-14,Cash
122-61-9553,C,Warsaw,Normal,Female,Electronic accessories,484.974,2019-03-14,Cash
558-80-4082,C,Warsaw,Normal,Male,Electronic accessories,204.6975,2019-03-14,Ewallet
457-12-0244,C,Warsaw,Member,Female,Sports and travel,221.886,2019-03-14,Ewallet
730-70-9830,C,Warsaw,Normal,Female,Home and lifestyle,441.693,2019-03-14,Ewallet
189-52-0236,A,London,Normal,Male,Electronic accessories,731.6925,2019-03-14,Cash
115-99-4379,B,Berlin,Member,Female,Fashion accessories,402.2655,2019-03-14,Credit card
139-32-4183,A,London,Member,Female,Sports and travel,921.186,2019-03-14,Ewallet
808-65-0703,C,Warsaw,Normal,Male,Home and lifestyle,148.974,2019-03-14,Credit card
722-13-2115,C,Warsaw,Member,Male,Sports and travel,44.9925,2019-03-14,Credit card
442-48-3607,A,London,Member,Male,Food and beverages,49.308,2019-03-14,Credit card
565-91-4567,B,Berlin,Normal,Male,Health and beauty,90.3,2019-03-15,Ewallet
273-16-6619,B,Berlin,Normal,Male,Home and lifestyle,69.72,2019-03-15,Credit card
605-83-1050,B,Berlin,Normal,Male,Fashion accessories,57.078,2019-03-15,Ewallet
585-11-6748,B,Berlin,Member,Male,Sports and travel,304.92,2019-03-15,Cash
154-87-7367,C,Warsaw,Normal,Male,Home and lifestyle,548.184,2019-03-15,Ewallet
760-54-1821,B,Berlin,Normal,Male,Home and lifestyle,128.4255,2019-03-15,Cash
595-11-5460,A,London,Normal,Male,Health and beauty,202.818,2019-03-15,Credit card
361-59-0574,B,Berlin,Member,Male,Sports and travel,760.452,2019-03-15,Credit card
542-41-0513,B,Berlin,Member,Female,Electronic accessories,241.458,2019-03-15,Cash
510-09-5628,A,London,Member,Female,Fashion accessories,206.43,2019-03-15,Credit card
848-62-7243,A,London,Normal,Male,Health and beauty,235.2105,2019-03-15,Cash
359-94-5395,B,Berlin,Normal,Male,Health and beauty,97.419,2019-03-15,Credit card
701-69-8742,B,Berlin,Normal,Male,Sports and travel,360.885,2019-03-16,Ewallet
286-43-6208,C,Warsaw,Normal,Female,Food and beverages,829.71,2019-03-16,Cash
575-30-8091,A,London,Normal,Male,Sports and travel,609.0,2019-03-16,Ewallet
727-17-0390,A,London,Normal,Female,Food and beverages,333.9525,2019-03-16,Ewallet
578-80-7669,B,Berlin,Normal,Male,Sports and travel,78.7185,2019-03-16,Cash
711-31-1234,B,Berlin,Normal,Female,Electronic accessories,401.6880000000001,2019-03-16,Cash
290-68-2984,A,London,Normal,Male,Home and lifestyle,99.75,2019-03-16,Cash
617-15-4209,C,Warsaw,Member,Male,Health and beauty,32.277,2019-03-16,Cash
210-74-9613,C,Warsaw,Normal,Male,Fashion accessories,408.492,2019-03-16,Ewallet
152-03-4217,B,Berlin,Normal,Female,Home and lifestyle,106.596,2019-03-17,Credit card
662-47-5456,C,Warsaw,Member,Male,Fashion accessories,369.495,2019-03-17,Credit card
880-46-5796,A,London,Member,Male,Sports and travel,807.66,2019-03-17,Ewallet
220-68-6701,A,London,Normal,Female,Home and lifestyle,325.374,2019-03-17,Cash
320-32-8842,C,Warsaw,Member,Female,Food and beverages,23.751,2019-03-17,Cash
642-30-6693,B,Berlin,Normal,Female,Sports and travel,343.413,2019-03-17,Ewallet
420-04-7590,B,Berlin,Normal,Male,Home and lifestyle,314.055,2019-03-18,Ewallet
485-30-8700,A,London,Normal,Female,Sports and travel,174.615,2019-03-18,Credit card
413-20-6708,C,Warsaw,Member,Female,Fashion accessories,54.0435,2019-03-18,Ewallet
439-54-7422,A,London,Normal,Female,Electronic accessories,214.998,2019-03-18,Credit card
256-58-3609,C,Warsaw,Member,Male,Fashion accessories,96.579,2019-03-18,Cash
263-87-5680,C,Warsaw,Member,Female,Home and lifestyle,299.565,2019-03-18,Ewallet
776-68-1096,B,Berlin,Normal,Male,Home and lifestyle,138.97799999999998,2019-03-18,Credit card
850-41-9669,A,London,Normal,Female,Electronic accessories,709.317,2019-03-19,Ewallet
462-78-5240,C,Warsaw,Normal,Female,Electronic accessories,55.881,2019-03-19,Cash
728-88-7867,C,Warsaw,Member,Female,Home and lifestyle,317.226,2019-03-19,Ewallet
716-39-1409,B,Berlin,Normal,Male,Health and beauty,223.0725,2019-03-19,Cash
568-90-5112,C,Warsaw,Normal,Male,Health and beauty,277.788,2019-03-19,Credit card
701-23-5550,B,Berlin,Member,Male,Home and lifestyle,163.002,2019-03-19,Ewallet
831-07-6050,A,London,Normal,Male,Electronic accessories,171.7275,2019-03-19,Credit card
737-88-5876,A,London,Member,Male,Home and lifestyle,97.818,2019-03-19,Credit card
318-81-2368,C,Warsaw,Normal,Female,Electronic accessories,48.51,2019-03-19,Cash
574-22-5561,C,Warsaw,Member,Female,Fashion accessories,867.615,2019-03-19,Ewallet
593-08-5916,A,London,Normal,Female,Fashion accessories,16.275,2019-03-19,Credit card
155-45-3814,C,Warsaw,Member,Female,Electronic accessories,743.82,2019-03-19,Ewallet
301-81-8610,B,Berlin,Member,Male,Fashion accessories,213.528,2019-03-19,Credit card
898-04-2717,A,London,Normal,Male,Fashion accessories,721.98,2019-03-19,Ewallet
548-48-3156,A,London,Member,Female,Food and beverages,175.014,2019-03-19,Cash
751-69-0068,C,Warsaw,Normal,Male,Sports and travel,937.818,2019-03-19,Ewallet
828-61-5674,A,London,Member,Male,Sports and travel,462.21,2019-03-20,Credit card
805-86-0265,A,London,Normal,Male,Home and lifestyle,887.922,2019-03-20,Cash
574-31-8277,B,Berlin,Member,Male,Fashion accessories,35.3115,2019-03-20,Cash
213-72-6612,A,London,Normal,Male,Food and beverages,90.825,2019-03-20,Cash
182-88-2763,B,Berlin,Member,Male,Food and beverages,251.7165,2019-03-20,Credit card
537-72-0426,C,Warsaw,Member,Male,Fashion accessories,745.395,2019-03-20,Cash
436-54-4512,A,London,Member,Female,Food and beverages,96.1905,2019-03-20,Cash
142-63-6033,B,Berlin,Normal,Male,Home and lifestyle,484.89,2019-03-20,Ewallet
760-90-2357,A,London,Member,Male,Electronic accessories,469.413,2019-03-20,Ewallet
102-06-2002,C,Warsaw,Member,Male,Sports and travel,132.5625,2019-03-20,Cash
509-29-3912,A,London,Member,Female,Sports and travel,365.904,2019-03-20,Ewallet
514-37-2845,B,Berlin,Normal,Male,Fashion accessories,208.425,2019-03-20,Cash
632-32-4574,B,Berlin,Normal,Male,Sports and travel,637.7280000000002,2019-03-20,Cash
451-28-5717,C,Warsaw,Member,Female,Home and lifestyle,523.971,2019-03-20,Cash
650-98-6268,B,Berlin,Member,Female,Food and beverages,65.7405,2019-03-20,Credit card
438-01-4015,B,Berlin,Member,Female,Sports and travel,207.858,2019-03-21,Ewallet
527-09-6272,A,London,Member,Female,Electronic accessories,149.3625,2019-03-21,Credit card
512-98-1403,A,London,Member,Female,Electronic accessories,83.412,2019-03-21,Ewallet
500-02-2261,C,Warsaw,Normal,Female,Food and beverages,360.927,2019-03-21,Ewallet
827-26-2100,A,London,Member,Male,Home and lifestyle,319.788,2019-03-21,Ewallet
448-61-3783,A,London,Normal,Female,Electronic accessories,756.168,2019-03-21,Credit card
674-56-6360,A,London,Normal,Male,Electronic accessories,99.9075,2019-03-22,Cash
550-84-8664,A,London,Normal,Male,Sports and travel,451.0275,2019-03-22,Credit card
472-15-9636,A,London,Normal,Male,Home and lifestyle,427.812,2019-03-22,Ewallet
554-53-3790,B,Berlin,Normal,Male,Sports and travel,233.226,2019-03-22,Cash
802-43-8934,A,London,Normal,Male,Home and lifestyle,19.194000000000006,2019-03-22,Credit card
886-18-2897,A,London,Normal,Female,Food and beverages,296.94,2019-03-22,Credit card
394-30-3170,B,Berlin,Member,Female,Sports and travel,742.812,2019-03-22,Credit card
630-74-5166,A,London,Normal,Male,Sports and travel,391.419,2019-03-22,Cash
616-24-2851,B,Berlin,Member,Female,Fashion accessories,75.054,2019-03-22,Ewallet
227-03-5010,A,London,Member,Female,Home and lifestyle,441.756,2019-03-22,Credit card
733-29-1227,C,Warsaw,Normal,Male,Home and lifestyle,408.7335,2019-03-23,Cash
333-73-7901,C,Warsaw,Normal,Female,Health and beauty,461.328,2019-03-23,Ewallet
407-63-8975,A,London,Normal,Male,Food and beverages,465.444,2019-03-23,Ewallet
795-49-7276,A,London,Normal,Male,Fashion accessories,156.03,2019-03-23,Ewallet
474-33-8305,C,Warsaw,Member,Male,Fashion accessories,495.3165,2019-03-23,Ewallet
851-28-6367,A,London,Member,Male,Sports and travel,162.75,2019-03-23,Ewallet
856-22-8149,A,London,Normal,Female,Home and lifestyle,26.5545,2019-03-23,Ewallet
608-96-3517,B,Berlin,Member,Female,Fashion accessories,384.468,2019-03-23,Credit card
386-27-7606,C,Warsaw,Member,Female,Home and lifestyle,596.82,2019-03-23,Credit card
865-92-6136,A,London,Normal,Male,Food and beverages,166.1625,2019-03-23,Ewallet
884-80-6021,A,London,Member,Female,Electronic accessories,771.435,2019-03-23,Ewallet
851-98-3555,B,Berlin,Normal,Female,Health and beauty,435.12,2019-03-24,Credit card
118-62-1812,C,Warsaw,Member,Female,Home and lifestyle,329.196,2019-03-24,Cash
334-64-2006,A,London,Member,Female,Home and lifestyle,147.672,2019-03-24,Ewallet
641-62-7288,B,Berlin,Normal,Male,Home and lifestyle,629.496,2019-03-24,Ewallet
588-01-7461,C,Warsaw,Normal,Female,Food and beverages,321.111,2019-03-24,Cash
538-22-0304,C,Warsaw,Normal,Male,Electronic accessories,681.975,2019-03-24,Cash
725-67-2480,B,Berlin,Member,Female,Fashion accessories,370.125,2019-03-24,Credit card
468-88-0009,A,London,Member,Male,Home and lifestyle,276.948,2019-03-24,Cash
835-16-0096,C,Warsaw,Member,Male,Sports and travel,77.175,2019-03-24,Ewallet
593-95-4461,C,Warsaw,Member,Male,Home and lifestyle,78.60300000000002,2019-03-24,Cash
560-30-5617,B,Berlin,Normal,Female,Sports and travel,130.0425,2019-03-24,Cash
156-95-3964,A,London,Normal,Female,Food and beverages,232.638,2019-03-25,Ewallet
366-43-6862,B,Berlin,Normal,Male,Electronic accessories,222.138,2019-03-25,Ewallet
110-05-6330,C,Warsaw,Normal,Female,Food and beverages,248.409,2019-03-25,Credit card
340-66-0321,A,London,Member,Male,Electronic accessories,152.71200000000005,2019-03-25,Cash
699-14-3026,C,Warsaw,Normal,Male,Electronic accessories,627.6165,2019-03-25,Ewallet
362-58-8315,C,Warsaw,Normal,Male,Fashion accessories,401.73,2019-03-25,Cash
134-75-2619,A,London,Member,Male,Electronic accessories,142.002,2019-03-25,Cash
282-35-2475,B,Berlin,Normal,Female,Sports and travel,195.951,2019-03-25,Cash
605-03-2706,A,London,Normal,Female,Health and beauty,49.77,2019-03-25,Cash
734-91-1155,B,Berlin,Normal,Female,Electronic accessories,143.9865,2019-03-26,Credit card
797-88-0493,A,London,Normal,Female,Health and beauty,269.934,2019-03-26,Cash
